x	y	time	xaccel	yaccel	cumulative_time	xaccel_filtered_iir	yaccel_filtered_iir
0.000000000	0.000000000	0.005000000	0.847588268	1.382307655	0.005000000	0.846779117	1.380638246
0.000000000	0.000000000	0.004936429	0.936633287	0.481666378	0.004936429	0.714309758	0.997375664
0.000000000	0.000000000	0.004793147	0.908212223	-0.063836495	0.009729576	0.585163048	0.636441418
0.000000000	0.000000000	0.005556306	0.439137736	-0.350740891	0.015285883	0.463239705	0.317014708
0.000000000	0.000000000	0.005122977	0.016030178	-0.440458037	0.020408859	0.352263325	0.053400229
0.000000000	0.000000000	0.005129262	0.155878305	-0.217560849	0.025538122	0.255540511	-0.146261441
0.000000000	0.000000000	0.004731572	0.556251679	-0.089867065	0.030269694	0.175705076	-0.280272030
0.000000000	0.000000000	0.005058022	0.006061753	-0.281942849	0.035327716	0.114491344	-0.352727680
0.000000000	0.000000000	0.005197629	0.073939039	-0.134041084	0.040525345	0.072563984	-0.372197038
0.000000000	0.000000000	0.005220678	-0.201055783	-0.006475818	0.045746022	0.049421795	-0.350053297
0.000000000	0.000000000	0.005000113	0.007067057	0.146789326	0.050746135	0.043399435	-0.298782296
0.000000000	0.000000000	0.004949701	0.076969099	-0.243190091	0.055695836	0.051792883	-0.230525457
0.000000000	0.000000000	0.005152094	0.173682586	-0.252910240	0.060847929	0.071114505	-0.156015792
0.000000000	0.000000000	0.004759609	0.053157644	-0.292015025	0.065607538	0.097451283	-0.083950341
0.000000000	0.000000000	0.005136509	-0.014879145	-0.040414654	0.070744047	0.126876219	-0.020748363
0.000000000	0.000000000	0.004801262	0.074875440	0.181111426	0.075545309	0.155855602	0.029398883
0.000000000	0.000000000	0.005531030	0.537455103	0.413665591	0.081076339	0.181592741	0.064276175
0.000000000	0.000000000	0.004857689	0.640276397	-0.062046793	0.085934028	0.202241443	0.083260651
0.000000000	0.000000000	0.005348181	0.637311790	-0.385225405	0.091282209	0.216922481	0.086879059
0.000000000	0.000000000	0.004993262	-0.167846294	-0.285943641	0.096275471	0.225514037	0.076404052
0.000000000	0.000000000	0.005321947	-0.358133683	-0.316470093	0.101597418	0.228273924	0.053598340
0.000000000	0.000000000	0.004708095	-0.397099936	0.326480046	0.106305513	0.225448334	0.020669226
0.000000000	0.000000000	0.005130680	0.045669076	0.475900866	0.111436193	0.217056635	-0.019607151
0.000000000	0.000000000	0.005252582	0.720632346	0.607348903	0.116688774	0.202970310	-0.063740361
0.000000000	0.000000000	0.004911862	0.384133331	0.053532442	0.121600637	0.183256584	-0.107549691
0.000000000	0.000000000	0.004933751	0.679349598	-0.409482877	0.126534387	0.158620737	-0.146487417
0.000000000	0.000000000	0.005181790	0.163724170	-0.472400483	0.131716177	0.130732616	-0.176252480
0.000000000	0.000000000	0.005106864	0.013494086	-0.348607420	0.136823041	0.102276581	-0.193544712
0.000000000	0.000000000	0.005090430	0.232618078	-0.528572503	0.141913471	0.076674999	-0.196738094
0.000000000	0.000000000	0.005100897	-0.030684649	-0.586861620	0.147014368	0.057543663	-0.186269872
0.000000000	0.000000000	0.005264326	-0.118617769	-0.346614870	0.152278694	0.048008075	-0.164625180
0.000000000	0.000000000	0.005273578	-0.323028703	0.289990939	0.157552272	0.050039635	-0.135910296
0.000000000	0.000000000	0.005428613	-0.265707287	0.139091710	0.162980885	0.063967781	-0.105125377
0.000000000	0.000000000	0.005019378	0.008035190	0.342408061	0.168000263	0.088285567	-0.077335698
0.000000000	0.000000000	0.004883456	0.466998596	0.417925992	0.172883719	0.119788885	-0.056960943
0.000000000	0.000000000	0.005477259	0.570165192	-0.254519865	0.178360978	0.153992832	-0.047340321
0.000000000	0.000000000	0.005139073	0.248104736	-0.455783633	0.183500050	0.185696390	-0.050611812
0.000000000	0.000000000	0.005025550	-0.014911703	-0.571673540	0.188525600	0.209558427	-0.067818721
0.000000000	0.000000000	0.004861804	-0.208656476	-0.198610216	0.193387404	0.220601984	-0.099085895
0.000000000	0.000000000	0.005209973	0.472737622	0.179271368	0.198597378	0.214630384	-0.143727671
0.000000000	0.000000000	0.004873571	0.516544009	0.245295627	0.203470948	0.188564040	-0.200240570
0.000000000	0.000000000	0.004821540	0.394530314	-0.372768174	0.208292489	0.140685855	-0.266227565
0.000000000	0.000000000	0.004665707	-0.133839092	-0.830494455	0.212958195	0.070762129	-0.338333706
0.000000000	0.000000000	0.005382782	-0.285522627	-0.454104357	0.218340978	-0.019972246	-0.412241737
0.000000000	0.000000000	0.004666099	-0.430714163	-0.378901324	0.223007077	-0.128922597	-0.482737009
0.000000000	0.000000000	0.005287534	-0.344471815	-0.056845693	0.228294611	-0.252262896	-0.543854861
0.000000000	0.000000000	0.004786074	0.024353008	-0.150050764	0.233080686	-0.385032539	-0.589160296
0.000000000	0.000000000	0.004703380	-0.519252775	-0.876521891	0.237784066	-0.521214777	-0.612222061
0.000000000	0.000000000	0.004938294	-0.504732390	-0.619150715	0.242722359	-0.653868825	-0.607293005
0.000000000	0.000000000	0.005172711	-0.580225777	-0.775925018	0.247895070	-0.775401526	-0.570116647
0.000000000	0.000000000	0.004939948	-0.807757768	-0.649928903	0.252835018	-0.878031281	-0.498702953
0.000000000	0.000000000	0.005216850	-0.743725701	-0.580756385	0.258051868	-0.954439171	-0.393893694
0.000000000	0.000000000	0.005063286	-1.103243349	-0.784855280	0.263115154	-0.998539067	-0.259568264
0.000000000	0.000000000	0.005212322	-1.599942932	-0.413165596	0.268327476	-1.006238445	-0.102406255
0.000000000	0.000000000	0.005089228	-1.593135891	0.427660649	0.273416704	-0.976019016	0.068785307
0.000000000	0.000000000	0.004802526	-1.053922253	0.778739716	0.278219230	-0.909170175	0.244060894
0.000000000	0.000000000	0.004883339	-0.726061776	0.942767089	0.283102569	-0.809585768	0.413423230
0.000000000	0.000000000	0.004831319	0.113058402	0.909797113	0.287933887	-0.683173557	0.567757065
0.000000000	0.000000000	0.005273256	-0.127597422	0.580109918	0.293207143	-0.537063309	0.699428285
0.000000000	0.000000000	0.004777370	0.037568974	0.126355595	0.297984513	-0.378855206	0.802512845
0.000000000	0.000000000	0.004952860	-0.674243461	0.473637778	0.302937373	-0.216088713	0.872769857
0.000000000	0.000000000	0.004646982	-0.710089863	0.812651888	0.307584355	-0.055967453	0.907548377
0.000000000	0.000000000	0.004612273	-0.244279413	1.106275688	0.312196628	0.094764675	0.905782995
0.000000000	0.000000000	0.004913756	0.647327048	1.079077052	0.317110384	0.229951980	0.868121253
0.000000000	0.000000000	0.005022041	0.600579875	0.852291306	0.322132424	0.344256402	0.797112151
0.000000000	0.000000000	0.005198453	0.376116492	0.898371569	0.327330877	0.433475466	0.697330122
0.000000000	0.000000000	0.005303802	0.423718379	0.542793444	0.332634679	0.494866048	0.575321299
0.000000000	0.000000000	0.005019256	0.475684035	0.423618258	0.337653935	0.527392661	0.439308604
0.000000000	0.000000000	0.005599546	0.712768800	0.591361848	0.343253481	0.531855859	0.298646851
0.000000000	0.000000000	0.005338124	0.473432287	0.142259635	0.348591605	0.510882432	0.163062958
0.000000000	0.000000000	0.004873344	0.660356163	0.043058615	0.353464950	0.468766304	0.041751252
0.000000000	0.000000000	0.004465289	0.155733132	-0.228892536	0.357930238	0.411155460	-0.057572275
0.000000000	0.000000000	0.004860042	0.480134198	-0.441922074	0.362790280	0.344596194	-0.129521590
0.000000000	0.000000000	0.005186663	0.390801135	-0.334622487	0.367976943	0.275964141	-0.171650410
0.000000000	0.000000000	0.005116496	0.457314066	-0.153010428	0.373093438	0.211823235	-0.184694964
0.000000000	0.000000000	0.005366297	0.190262189	-0.509306674	0.378459736	0.157764448	-0.172382182
0.000000000	0.000000000	0.005205889	-0.270506818	-0.374219868	0.383665625	0.117800409	-0.140811408
0.000000000	0.000000000	0.005330085	-0.637599519	-0.025866376	0.388995710	0.093929037	-0.097494738
0.000000000	0.000000000	0.004973737	-0.317407530	0.467405539	0.393969447	0.085997655	-0.050214730
0.000000000	0.000000000	0.004645716	0.279414558	0.680414164	0.398615163	0.091954064	-0.005921148
0.000000000	0.000000000	0.004894323	0.853638487	0.513615902	0.403509486	0.108450859	0.030091189
0.000000000	0.000000000	0.004801758	0.713135037	0.032406517	0.408311244	0.131625307	0.054543131
0.000000000	0.000000000	0.004816340	0.434837088	-0.381965849	0.413127584	0.157799925	0.066037073
0.000000000	0.000000000	0.004963543	-0.050656089	-0.840044164	0.418091127	0.183897012	0.064570647
0.000000000	0.000000000	0.005132327	-0.083548501	-0.183437312	0.423223454	0.207508813	0.050958325
0.000000000	0.000000000	0.004870944	-0.199427857	0.013610547	0.428094398	0.226725293	0.026415038
0.000000000	0.000000000	0.005148851	0.051921591	0.432431439	0.433243249	0.239908897	-0.007568734
0.000000000	0.000000000	0.005312209	0.076949161	0.107195651	0.438555458	0.245590757	-0.049099032
0.000000000	0.000000000	0.005194979	0.533020231	-0.056019822	0.443750437	0.242572700	-0.095654654
0.000000000	0.000000000	0.004811197	0.263596229	0.130655012	0.448561634	0.230207481	-0.143948352
0.000000000	0.000000000	0.005075981	0.409383828	0.213268938	0.453637615	0.208744792	-0.190003358
0.000000000	0.000000000	0.005031200	0.566711925	-0.260355951	0.458668815	0.179599150	-0.229494416
0.000000000	0.000000000	0.005319065	0.061342954	-0.660108192	0.463987880	0.145417924	-0.258314184
0.000000000	0.000000000	0.004758944	0.286559271	-0.682043668	0.468746823	0.109887530	-0.273241367
0.000000000	0.000000000	0.005290635	-0.193114123	-0.542128453	0.474037459	0.077292419	-0.272533642
0.000000000	0.000000000	0.005168764	-0.341116265	-0.197976497	0.479206223	0.051911216	-0.256281750
0.000000000	0.000000000	0.005029226	0.261336364	0.023636071	0.484235449	0.037372429	-0.226443196
0.000000000	0.000000000	0.005166475	0.127031650	0.061008825	0.489401924	0.036084833	-0.186580447
0.000000000	0.000000000	0.005111009	0.269845140	-0.214334683	0.494512933	0.048816798	-0.141400999
0.000000000	0.000000000	0.005082910	-0.202974634	-0.285617148	0.499595843	0.074460690	-0.096206598
0.000000000	0.000000000	0.004900706	-0.391085539	-0.370957587	0.504496549	0.110011313	-0.056324055
0.000000000	0.000000000	0.005051627	-0.160987635	0.129510054	0.509548176	0.150798422	-0.026556822
0.000000000	0.000000000	0.005000370	0.196993197	0.570533009	0.514548546	0.190997932	-0.010699432
0.000000000	0.000000000	0.004916496	0.918152221	0.364331896	0.519465042	0.224376690	-0.011186433
0.000000000	0.000000000	0.004697029	0.717202117	-0.073288831	0.524162071	0.245128082	-0.028955414
0.000000000	0.000000000	0.005095629	0.303466236	-0.520697170	0.529257699	0.248598330	-0.063550389
0.000000000	0.000000000	0.005186875	0.206776684	-0.512341788	0.534444575	0.231737968	-0.113394212
0.000000000	0.000000000	0.004852523	-0.214639765	-0.374413417	0.539297098	0.193225704	-0.176084096
0.000000000	0.000000000	0.005204899	0.140054326	-0.141512559	0.544501997	0.133333452	-0.248569915
0.000000000	0.000000000	0.004995710	-0.004358409	-0.351984685	0.549497707	0.053666556	-0.327157325
0.000000000	0.000000000	0.005332362	-0.192896820	-0.305497549	0.554830069	-0.043092385	-0.407383627
0.000000000	0.000000000	0.004965157	-0.470583758	-0.214075108	0.559795226	-0.153355308	-0.483890260
0.000000000	0.000000000	0.004738215	-0.293144462	-0.046556459	0.564533441	-0.272692629	-0.550441407
0.000000000	0.000000000	0.004604305	-0.202501145	-0.200217772	0.569137746	-0.395823796	-0.600215485
0.000000000	0.000000000	0.005186401	0.236246417	-0.587362935	0.574324147	-0.516627512	-0.626426366
0.000000000	0.000000000	0.005229432	-0.094700408	-1.157888442	0.579553580	-0.628303444	-0.623217577
0.000000000	0.000000000	0.004964789	-0.919682998	-1.170087776	0.584518369	-0.723795643	-0.586644736
0.000000000	0.000000000	0.005066483	-1.236779019	-1.264127532	0.589584852	-0.796485635	-0.515478874
0.000000000	0.000000000	0.004709936	-1.585836044	-0.387722272	0.594294788	-0.841019871	-0.411582411
0.000000000	0.000000000	0.004887855	-1.057566524	0.099980434	0.599182643	-0.854038182	-0.279739343
0.000000000	0.000000000	0.004996591	-0.833282402	0.375191382	0.604179234	-0.834584811	-0.127006049
0.000000000	0.000000000	0.004998340	-0.339553718	0.400078056	0.609177574	-0.784104050	0.038202932
0.000000000	0.000000000	0.005045642	-0.558822835	0.048584046	0.614223216	-0.706073894	0.207039238
0.000000000	0.000000000	0.004905865	-0.616727637	0.206092424	0.619129081	-0.605430288	0.370968962
0.000000000	0.000000000	0.004785498	-0.508865960	0.622028608	0.623914579	-0.487946963	0.522274801
0.000000000	0.000000000	0.004327064	-0.301402147	0.766682251	0.628241643	-0.359687888	0.654332812
0.000000000	0.000000000	0.004890140	0.011848868	0.912876510	0.633131784	-0.226591703	0.761721789
